Unnamed: 0,text,sentiment,sentimento_previsto
468,"O relatório é a evidência mais forte até agora de que o pessimismo econômico da Europa e a desaceleração do crescimento na China estão prejudicando o setor manufatureiro americano, que têm sido um dos maiores propulsores da recuperação iniciada em meados de 2009. Dados separados mostraram que as exportações americanas caíram em abril pela primeira vez desde novembro e, na semana passada, o governo americano revisou para baixo suas estimativas para o crescimento das exportações no primeiro trimestre.",Negativo,NEGATIVE
469,Cade pode votar união entre Aracruz e VCP nesta 4ª,Neutro,NEUTRAL
470,Atualmente são 8.092 infecções confirmadas e 341 mortes em decorrência da covid-19. Mas a projeção é que o número real seja mais próximo de 84.000 pessoas infectadas.,Negativo,NEGATIVE
471,"Ricardo Alves, analista do Morgan Stanley, escreveu em relatório que os números da Heineken corroboram a visão de que a Ambev perdeu participação de mercado no quarto trimestre de 2019. “Baseado em nossas recentes conversas com agentes do mercado estamos surpresos em ver o principal concorrente da Ambev elevando volumes em dois dígitos no Brasil. Vale lembrar que esperamos que os volumes da Ambev cresçam em um dígito baixo no mesmo período”, destaca.",Negativo,NEGATIVE
472,"Segundo a ArcelorMittal, que separou as informações operacionais e financeiras do negócio no meio do ano e criou uma grupo de executivos para a condução da área, a atividade de mineração (abrange também carvão metalúrgico) obteve  desempenho medido pelo Ebitda (lucro antes de juros, impostos, depreciação e amortização) de US$ 1,4 bilhão no primeiro semestre.",Positivo,POSITIVE
473,"Aí, vai comprando ações que julgar que estão mais descontadas, devagar. Sabendo que o retorno pode demorar. Esperar um retorno antes de 12 meses é loucura. Olhando para o copo mais cheio, em um momento como este, em que economistas e analistas estão mais pessimistas, revisando suas projeções para baixo, surgem oportunidades de longo prazo. É possível comprar ativos com bom potencial de retorno por preços mais baixos.",Neutro,NEUTRAL
474,"Dados da consultoria Accenture mostram que a indústria mundial de games atingirá 300 bilhões de dólares ao final de 2021, receita maior que a dos setores de música e filmes somados.",Positivo,POSITIVE
477,"Com exceção de executivos de bancos estatais, toda a administração federal terá que divulgar, em seus sites na internet, salários e vantagens recebidas por seus servidores. A medida está no decreto assinado pela presidente Dilma Rousseff, que regulamenta a Lei de Acesso à Informação.",Neutro,NEUTRAL
478,"Em Wall Street, as bolsas fecharam em baixa na volta do feriado do Dia do Presidente, repercutindo o aumento das tensões internacionais com o risco de uma guerra no leste europeu. O Dow Jones fechou em baixa de 1,41%, aos 33.597 pontos; o S&P 500 caiu 1,02%, a 4.304 pontos; Nasdaq recuou 1,23%, a 13.381 pontos.",Negativo,NEGATIVE
479,"Retomada da América Latina perde fôlego, diz FMI",Negativo,NEGATIVE
480,"O Mercado Livre não para na pandemia. Fora o crescimento na operação, que dobrou de tamanho de um ano para o outro, a gigante latino-americana investiu durante a pandemia em seis empresas de inovação — cinco delas brasileiras. O último aporte, anunciado pela companhia esta semana, foi na startup Kangu, uma de suas parceiras logísticas. O valor da transação não foi divulgado.",Positivo,POSITIVE
481,"Mas o petrolão vai além. Atinge uma série de fornecedores da Petrobras. Como as investigações ainda estão em curso, e é provável que novos elos no esquema de corrupção ainda venham a surgir, o caso deve continuar crescendo. No domingo 3 de abril, começaram a vir a público as descobertas da Panama Papers, uma investigação conjunta feita por 376 jornalistas de 76 países, incluindo o Brasil.",Negativo,NEGATIVE
483,AT&T e Verizon adiam 5G nos EUA,Negativo,NEGATIVE
485,"Ritmo de retomada da indústria dependerá de outros setores, diz a FGV",Neutro,NEUTRAL
486,"A transação permitirá ao Atacadão expandir sua presença no estado do Rio de Janeiro (7 lojas) e na região Nordeste (8 lojas), diz o grupo.",Positivo,POSITIVE
487,"São Paulo — O presidente dos Estados Unidos, Donald Trump, e o vice-premiê chinês, Liu He, assinaram nesta quarta-feira (15), em Washington, o documento da primeira fase para um acordo comercial entre os países.",Positivo,POSITIVE
488,"Em nota, a corretora Mediobanca de Milão disse que a decisão da Anatel irá gerar uma despesa maior com investimento no médio prazo, reduzindo assim o fluxo de caixa da companhia. Outro analista, por outro lado, afirmou, na Itália, que a suspensão não teria um impacto nas receitas da empresa, pois está relacionada com novos clientes e a duração prevista ser de até um mês.",Neutro,NEGATIVE
489,Eletropaulo se livra de cobrança fiscal no Carf,Positivo,POSITIVE
490,"Investidores estarão atentos também aos resultados na vertical de negócios financeiros, em que a empresa atua na concessão de crédito e na venda de apólices de fiança e garantia no mercado imobiliário. Segundo recente encontro com o presidente do conselho de administração da Porto Seguro, Bruno Garfinkel, com analistas do BTG Pactual, o negócio de fiança locatícia está gerando cerca de 100 milhões de reais em receita líquida.",Positivo,POSITIVE
491,"De acordo com o site Alexa, o UOL é quinto endereço mais visitado na web brasileira. Fica atrás apenas de três dos sites do Google (Google Brasil, Google EUA e YouTube) e do Facebook. Ou seja, entre as empresas, o UOL é a terceira em audiência. O Globo.com aparece em sétimo lugar no ranking de sites do Alexa. O Terra vem em nono e, o iG, em décimo quarto. Para o Alexa, o R7 fica na posição 28.",Neutro,POSITIVE
492,"Mugabe também fez um apelo à presidente Dilma Rousseff na condição de presidente da Rio+20. ""Não deixe que a conferência entre para a história como uma conferência que falou muito e fez pouco.""",Neutro,NEUTRAL
495,"Segundo o especialista, o primeiro passo para a empresa determinar os melhores caminhos de desenvolvimento da equipe é criar Planos de Desenvolvimento Individual (ou PDIs, na versão reduzida) a partir do qual o seja possível identificar pontos a serem desenvolvidos no time e quais os melhores caminhos para os diferentes perfis de profissionais. Você pode ver aqui um modelo de PDI para usar com seu time.",Neutro,NEUTRAL
496,"Segundo a empresa, o principal fator da evolução nas vendas foi o crescimento orgânico dos estabelecimentos, que representou 49,8% da expansão no período.",Positivo,POSITIVE
497,"A segurança, aliás, foi um dos pontos mais explorados no desenvolvimento da infraestrutura. Segundo a companhia, os dados criptografados são armazenados de uma forma que nem mesmo a companhia pode obtê-los. ""Não temos acesso. Mesmo que um governo nos peça os dados, não temos como cedê-los. Somente o cliente tem o controle dessas informações"", diz Pupo.",Neutro,NEUTRAL
498,"Índice de voos atrasados na Gol sobe para 41,2%",Negativo,NEGATIVE
499,SÃO PAULO – As bolsas europeias despencaram nesta sexta-feira diante do crescente receio de que a Grécia não conseguirá honrar seus compromissos e também em reação à saída de um membro do conselho executivo do Banco Central Europeu (BCE).,Negativo,NEGATIVE
500,"No acumulado do ano, o crescimento foi de 1%. Em valores correntes, o PIB no terceiro trimestre de 2019 totalizou R$ 1,84 trilhão.",Positivo,POSITIVE
501,Soja deve voltar a afetar resultado da agropecuária no segundo trimestre,Negativo,NEGATIVE
502,Braskem usa gás de xisto para depender menos da Petrobras,Neutro,NEUTRAL
504,"Isso refletiu um forte desempenho em commodities e sólidos resultados em produtos de crédito e securitizações, informou o banco.",Positivo,POSITIVE
505,"“A alteração da perspectiva dos ratings na escala global reflete nossas expectativas de que o enfraquecimento do real em relação ao dólar impactará as métricas de crédito da empresa, o que aumentaria sua alavancagem e enfraqueceria sua rentabilidade. Aproximadamente 70% da dívida da Gol e 60% de seus custos estão denominados em dólar”, explicou a equipe de análise da agência em nota à imprensa.",Negativo,NEGATIVE
506,"Roberto Lima deve permanecer na Vivo, aposta mercado",Neutro,NEUTRAL
508,"Delta Air Lines disse na segunda-feira que dispensará 1.941 pilotos, mas não detalhou mudanças para outros grupos de funcionários. Southwest Airlines disse que um número suficiente de funcionários se aposentou antecipadamente e deixou a empresa, que não tem licenças programadas até o final deste ano.",Negativo,NEGATIVE
509,"A complexidade e o tamanho da tributação e a má qualidade da infraestrutura são, para os empresários brasileiros, os principais limitantes à nossa competitividade. Não há sinal de que esse quadro vá mudar: este ano o investimento em infraestrutura deve ficar abaixo de 2% do Produto Interno Bruto (PIB), enquanto a carga tributária vai outra vez subir. Como chegamos a esse ponto?",Negativo,NEGATIVE
510,"Com a queda das taxas de juros, o investidor que quiser melhores rentabilidades vai ter que se mexer. Entre as opções ainda atrativas dentro da renda fixa, Jorge Luis Prado, assessor de investimentos no escritório Sal Investimentos, cita os títulos prefixados – como o com vencimento em 2025 –, cujos preços sobem com a queda dos juros e podem ser interessantes no curto prazo, para venda antes do vencimento.",Neutro,NEUTRAL
511,"Uma análise feita por duas pesquisadoras apontou a presença de partículas das queimadas na chuva que caiu no estado, a 2,2 mil quilômetros de Rondônia, um dos grandes focos das queimadas.",Negativo,NEGATIVE
512,"“É positivo que a empresa esteja procurando novos negócios, mas vai levar um tempo até que as escolas de Ensinos Fundamental e Médio representem uma parte significativa de sua receita”.",Neutro,NEUTRAL
513,Fornecedor da Boeing é atingido por tornados nos EUA,Negativo,NEGATIVE
514,"Petrobras (PETR3, R$ 6,50, -1,52; PETR4, R$ 4,50, -1,96%)As ações da Petrobras têm queda seguindo a baixa do petróleo. O brent registrava queda de 1,66%, a US$ 33,71 o barril.",Negativo,NEGATIVE
516,"Até o momento os confrontos deixaram pelo menos 43 mortos em Gaza, incluindo 13 crianças, dois palestinos que faleceram na Cisjordânia e cinco israelenses.",Negativo,NEGATIVE
517,"O dólar comercial reduz perdas e recua 0,19% a R$ 5,484 na compra e 5,485 na venda. O dólar futuro para dezembro de 2021 cai 0,07% a R$ 5,494.",Negativo,NEGATIVE
518,"Em nota, a White Martins explicou que ao longo de 2020 já havia passado por processos de ampliação para aumentar significativamente sua capacidade de produção local. ""É importante esclarecer ainda que, na data de 01/01/21, a planta da White Martins tinha em estoque produto suficiente para abastecer os hospitais da região pelo período de sete a oito dias de acordo com o consumo diário de dezembro de 2020"", detalhou.",Positivo,POSITIVE
519,"A pandemia de covid-19 intensificou a crise no setor de serviços, que já vinha sem fôlego há alguns anos. “Certamente a pandemia deteriorou ainda mais o cenário do setor de serviços, que já não mostrava grande dinamismo entre 2012 e 2019. O início de 2020 já trazia algum tipo de sinalização de perda de ritmo, antes mesmo do impacto da pandemia. O setor de serviços andou para frente e para trás”, disse Lobo.",Negativo,NEGATIVE
520,"A indenização foi considerada um insulto pelos passageiros que, em alguns casos, chegaram a gastar até 30 mil rands (3,9 mil dólares) em voos e ingressos para a partida.",Negativo,NEGATIVE
522,"Além do Brasil, a nova variante já foi identificada em 39 países. Destes, dez apresentam transmissão local da variante, incluindo África do Sul, Botsuana, Austrália e Estados Unidos.",Negativo,NEGATIVE
523,"A construção da fábrica faz parte dos objetivos do Programa Economias Comunitárias Inclusivas, uma ação conjunta da Amazonbai com instituições parceiras, que visa o fortalecimento da bioeconomia do açaí, a conservação da floresta, a promoção da saúde e educação nas comunidades e o aumento da renda das famílias locais.",Positivo,POSITIVE
524,"As marcas e negócios estão estudando o movimento, acompanhando tendências, buscando compreender as atividades feitas por concorrentes, ou em benchmarks na China, sobretudo.",Neutro,NEUTRAL
525,"A Decathlon não revela números absolutos, mas a SBVC (Sociedade Brasileira de Varejo e Consumo) estima que o faturamento bruto da rede tenha ficado em torno de 500 milhões de reais em 2015, sendo 10% vindo da loja online.",Positivo,POSITIVE
526,"“A compra do Groupalia na América Latina eleva o patamar do Peixe Urbano, que agora chega a mais de 20 milhões de usuários cadastrados” diz Julio Vasconcellos, sócio-fundador e CEO da empresa.",Positivo,POSITIVE
527,"Enfim, e para somar esforços em vez de dividi-los, é indispensável que se constitua e se organize um efetivo Sistema Nacional de Educação.",Neutro,NEUTRAL
529,"Durante a reunião realizada ontem, foi aprovado o reenquadramento do atual membro da diretoria Cesar Romeu Fiedler, que passa a exercer o cargo de diretor presidente. Também foram eleitos Marco Antonio Bernardi e Ricardo Woitowicz para os cargos de diretor administrativo financeiro e diretor comercial, respectivamente.",Neutro,NEUTRAL
531,"O ministro participa de audiência pública na Comissão de Serviços de Infraestrutura do Senado. Ele assumiu o Ministério dos Transportes depois da demissão de Alfredo Nascimento, que voltou ao Senado.",Neutro,NEUTRAL
532,O resultado ajudou as principais bolsas americanas e o Ibovespa brasileiro a fecharem em alta no pregão de hoje.,Positivo,POSITIVE
534,"SÃO PAULO - A TAM MRO, unidade de manutenção de aeronaves da holding TAM S.A., anuncia amanhã a sua entrada na rede de manutenção da fabricante europeia Airbus. O anúncio oficial está programado para ser feito na noite de hoje em Dallas (EUA), durante conferência internacional do setor, a MRO Américas.",Positivo,POSITIVE
536,"Se isso vai ser suficiente para o real integrar o DES, depende também de quantas moedas vão compor o DES no futuro. O FMI está discutindo qual é o tamanho ideal da cesta. Hoje, o limite é quatro para minimizar os custos de quem detém o instrumento, incluindo fazer operações de hedge para proteger posições.",Neutro,NEUTRAL
537,"A produção de sorgo também deve recuar neste ano, para 2,4 milhões de toneladas, 13,8% menor que a do ano passado. Como ambos os grãos são usados na composição da ração de suínos e aves, os produtores devem continuar com seus custos pressionados.",Negativo,NEGATIVE
538,"A consequência até o momento é uma perda acentuada dos ganhos vistos em 2019. A maioria dos papéis caiu mais que o Ibovespa (-36,78%) desde o início do ano. Veja as taxas para nove papéis:",Negativo,NEGATIVE
540,"Evasão fiscal chegou a até R$ 600 bi em 2020, diz estudo",Negativo,NEGATIVE
542,"O problema de um calote grego é o risco de contágio: a atenção dos investidores logo passaria para os problemas de outros países endividados, como Irlanda e Portugal. O custo de rolar a dívida aumentaria, tornando pior a situação fiscal desses países e afastando ainda mais a perspectiva de uma solução.",Negativo,NEGATIVE
543,"Segundo a Nielsen, as vendas de aparelhos com Android ultrapassaram as de modelos com o Symbian, da Nokia, no segundo trimestre. No período, o sistema do Google estava presente em dois de cada cinco smartphones vendidos no país, o equivalente a 39% do total. Já o Symbian ficou com 34%. O crescimento aconteceu por conta do aumento no número de aparelhos à venda e pela queda de 17% nos preços em um período de 12 meses, explica Moreira.",Positivo,POSITIVE
544,"O número crescente de casos, no entanto, está atrapalhando o sistema de testagem do governo. Diante do novo recorde, o Ministério da Saúde afirmou que a demanda estava atrasando os resultados dos exames e recomendou que mais testes rápidos sejam feitos para agilizar o processo.",Negativo,NEGATIVE
545,"Felda capta US$ 3,13 bilhões em oferta de ações na Malásia",Positivo,POSITIVE
546,"No local, o consumidor poderá experimentar linhas de perfume da Natura e comprar produtos da empresa pela internet, por meio do site Submarino, parceiro da marca. De acordo com a companhia, trata-se de uma ação temporária de marketing, que, ao longo do ano, também vai ocorrer em outras 11 capitais brasileiras. Porto Alegre, Fortaleza, Campo Grande e Cuiabá já tiveram ou abrigam uma “pop up” no momento. A expectativa da Natura é receber mais de 800 mil pessoas.",Positivo,POSITIVE
547,"BRASÍLIA - A Embrapa está trabalhando em projeto que cria uma plataforma nacional de análise de risco para defensivos. O projeto será feito em parceria com a Agência Nacional de Vigilância Sanitária (Anvisa), Ministério do Meio Ambiente e Ministério da Agricultura, informou coordenador de Resíduos e Contaminantes da Secretaria de Defesa Agropecuária, Leandro Diamantino Feijó.",Neutro,NEUTRAL
548,"“Se fizerem uma legislação com muita restrição fica difícil de cobrar que o serviço flua”, disse o ministro. Algumas empresas, segundo ele, aguardam a liberação das prefeituras desde 2008.",Negativo,NEGATIVE
549,Lucro da Maubisa salta 88% em 2011,Positivo,POSITIVE
552,Governo de SP adia reclassificação da quarentena e culpa apagão de dados,Negativo,NEGATIVE
553,"A notícia foi conhecida um dia depois de a agência S&P rebaixar o rating de crédito de longo prazo da Grécia de ""CC"" para default seletivo. Existe a expectativa que outras agências alterem a nota de crédito do país uma vez que o governo grego dá andamento ao plano de reestruturação da dívida.",Negativo,NEGATIVE
554,"Vale ressaltar que, com a alta dos casos da Covid nos EUA e na Europa Ocidental, as perspectivas econômicas de curto prazo pioraram o que, por algumas sessões, têm impactado novamente as ações de crescimento, o que aumenta a preocupação de que este seja apenas um “falso alvorecer” do investimento em valor dos últimos anos.",Negativo,NEGATIVE
555,"O deputado professor Israel Batista (PV-DF), presidente da Frente Parlamentar Mista em Defesa do Serviço Público, argumenta que, ao contrário da PEC 32/2020, o projeto de lei que trata dos “supersalários” combate privilégios.",Neutro,NEUTRAL
556,"A ideia é satisfazer, ainda que parcialmente, Estados não produtores de petróleo até o crescimento da produção na camada do pré-sal, mas sem onerar demais a União nem tirar recursos dos Estados produtores. Mesmo assim, o governo federal certamente precisará fazer algum desembolso para evitar a derrubada do veto. ""É impossível um acordo sem a participação da União"", avaliou Wellington Dias.",Neutro,NEUTRAL
557,"No mercado de câmbio, o dólar voltou a acentuar a queda. Minutos atrás, a moeda americana cedia 1,04%, a R$ 1,803 na venda. Na Bolsa de Mercadorias & Futuros (BM&F), o contrato futuro, com vencimento em outubro, tinha baixa de 1,17%, a R$ 1,804.",Negativo,NEGATIVE
558,"Ainda, o potencial de crescimento dos ativos digitais foi o tema principal de uma pesquisa, patrocinada pelo Fórum Econômico Mundial, pela Deloitte e pela McKinsey, segundo a qual o mercado global de tokenização em blockchain deve atingir 24 trilhões de dólares em 2027.",Positivo,POSITIVE
559,Controlador reduz participação acionária na refinaria Manguinhos,Negativo,NEGATIVE
560,"Em cerimônia no Palácio do Planalto, Andrade afirmou que o governo tem ajudado o setor a enfrentar seus desafios. As medidas anunciadas, disse, “tem representado um ambiente de melhora” para a indústria nacional.",Positivo,POSITIVE
562,"Maior beneficiado nas emendas, o MDR também acabou sendo o maior alvo dos cortes. Foram R$ 8,6 bilhões vetados e mais R$ 827,2 milhões bloqueados. O bloqueio é o único que pode ser revertido no futuro sem necessidade de novo aval do Congresso Nacional.",Negativo,NEGATIVE
563,"Bancos da Irlanda têm agora cerca de € 100 bilhões de liquidez fornecida pelo BCE. Para as instituições portuguesas, o total até agosto foi de € 46 bilhões,€ 2 bilhões a mais do que em julho. Mas isso reflete também mais uso de depósito no próprio BCE. O português Millenium está revendo sua presença na Polônia, para em contrapartida aumentá-la no Brasil.",Positivo,POSITIVE
567,Outra tendência que tem sido acelerada no mercado de dívida imobiliária é a substituição do indexador Índice Geral de Preços-Mercado (IGP-M) nos contratos de aluguel para o Índice Nacional de Preços ao Consumidor Amplo (IPCA).,Neutro,NEUTRAL
568,"Apesar do entusiasmo do mercado, empresas de energia limpa estão tendo prejuízos bilionários nos EUA",Negativo,NEGATIVE
569,"A Prumo Logística informou o mercado que sua subsidiária Açu Petróleo S.A desembolsou o montante de US$ 80 milhões junto à agência norte-americana de desenvolvimento Overseas Private Investment Corporation (“OPIC”). Segundo fato relevante enviado pela companhia à CVM (Comissão de Valores Mobiliários), trata-se do primeiro desembolso de uma linha de crédito de até US$ 350 milhões.",Neutro,NEUTRAL
570,"Kroton vai captar R$5,5 bi com debêntures para pagar pela Somos Educação",Positivo,POSITIVE
572,"Depois, a Amazon começou a abrir centros de coleta, onde os compradores podem buscar os produtos adquiridos pela internet.",Positivo,POSITIVE
574,"“A crise de agora é mais abrangente e mais profunda que a de 2009”, afirmou a presidente da Bracelpa. “Se olharmos para o longo prazo, a perspectiva é positiva, mas precisamos garantir que a indústria se segure no curtíssimo prazo.”",Negativo,NEGATIVE
576,"Em outro trecho, a agremiação política destacou a postura negacionista do presidente Jair Bolsonaro e os ""nítidos equívocos de planejamento quanto à aquisição dos insumos"".",Negativo,NEGATIVE
577,"O mercado de câmbio completa mais uma semana com limitada oscilação de preço. Entre máximas e mínimas de fechamento a cotação do dólar comercial no mercado à vista oscilou R$ 0,012.",Neutro,NEUTRAL
578,"Essas críticas ganharam força após o executivo responsável pela área de pesquisa e desenvolvimento da AstraZeneca, Menelas Pangalos, revelar à agência de notícias Reuters que a empresa não tinha a intenção de aplicar metade da dose nos voluntários. Ou seja, segundo ele, a eficácia de 90% teria sido um acaso, após um erro de controle de aplicação das doses.",Negativo,NEGATIVE
579,O café está ficando tão caro que mesmo no maior produtor no mundo os consumidores não conseguem comprá-lo.,Negativo,NEGATIVE
580,"O ministro da Saúde da França, Olivier Verán, afirmou nesta terça-feira que o país não deve demorar a superar a marca de 300 mil casos de covid-19 em um único dia. A previsão foi feita após um novo recorde de contágios em 24 horas.",Negativo,NEGATIVE
581,"Além das três candidaturas citadas, estão superando a barreira Nicolás del Caño, representante da Frente de Esquerda e dos Trabalhadores, com 2,86% dos votos, e Juan Goméz Centuríon, da Frente Nos, com 2,24%. As outras dez coalizões e partidos que apresentaram chapa estariam, por enquanto, de fora das eleições gerais.",Neutro,NEGATIVE
582,"Os dados divulgados pela Secretaria da Saúde do estado também confirmam a fala de Doria. O número de pessoas internadas em UTI chegou ao mais alto patamar desde o início da pandemia, com 7.173. O valor é 14% maior que o pico, registrado em junho do ano passado. Grande parte dessas internações é de jovens, com quadros mais complicados e que ficam internados por mais tempo. A taxa de ocupação de leitos de UTI é de 74% em todo o estado.",Negativo,NEUTRAL
584,"O edital também prevê a redução do número de ônibus que compõem a frota da cidade: dos atuais 14.457, somente 13.592 veículos continuarão operando. Segundo a prefeitura, ainda assim a cobertura por ônibus da cidade aumentará dos atuais 4.680 para 5.100 quilômetros.",Negativo,NEGATIVE
585,"""Essa decisão foi tomada com grande pesar e após reflexão cuidadosa à luz do agravamento da situação epidemiológica"", disse o comunicado.",Negativo,NEGATIVE
586,"Em igual período de 2018, a empresa americana registrou ganho de US$ 1,05 bilhão, ou US$ 1,78 por ação. Com ajustes, o lucro por ação entre outubro e dezembro ficou em US$ 2,63, bem acima do consenso de US$ 2,38 da FactSet.",Positivo,POSITIVE
587,"Todos os grandes bancos sofreram com o aumento dos calotes, mas os efeitos para o Santander foram piores. Sua taxa de inadimplência subiu de 4,8% para 5,8% em 12 meses — no BB, no Bradesco e no Itaú, os números ficam entre 2% e 4,5%. “O Santander aumentou o risco da carteira de crédito para elevar o retorno, mas isso não aconteceu”, diz André Riva, analista de bancos da corretora GBM.",Negativo,NEGATIVE
588,"O tráfego total comparável nas estradas sob concessão da Ecorodovias subiu 4,1% em janeiro deste ano, na comparação com o mesmo período de 2021. A Ecovias dos Imigrantes, que liga a cidade de São Paulo à Baixada Santista pelo sistema Anchieta-Imigrantes, registrou ligeiro recuo de 0,2% no volume total de veículos, incluindo leves e pesados.",Positivo,NEGATIVE
589,"Ibovespa sobe 1,50% e tenta retomar linha dos 67 mil pontos",Positivo,POSITIVE
590,"Sobre o Brasil, ele descreve que o País está reformulando suas ferramentas para sustentar um forte período de recuperação.",Neutro,NEUTRAL
591,"""Vai ser difícil se fazer ouvir neste ano. Vai ter muita gente falando alto e ao mesmo tempo"". A previsão é de Luiz Fernando Musa, CEO do braço brasileiro da Ogilvy, uma das maiores agências de publicidade globais, na entrevista que deu hoje para a ""Live do Valor"".",Negativo,NEUTRAL
593,"O processo de desligamento de servidores da Eletrobras pode alcançar cerca de 10.000 pessoas, reduzindo o quadro total de 24.000 para 14.000, diz Ancelmo Gois, colunista de O Globo, citando declarações do ministro de Minas e Energia, Fernando Coelho, durante evento nesta terça-feira.",Negativo,NEGATIVE
595,"As cotas do Trend ETF FTSE US Reits Fundo de Índice serão negociadas com o código URET11, a partir de R$ 10, e estarão disponíveis a todos os investidores, incluindo pessoas físicas.",Neutro,NEUTRAL
596,"A promoção feminina no escalão sênior foi a mais alta de todos os tempos na Ásia, tanto em porcentagem quanto em número. O banco elevou 13 mulheres a diretoras da região no ano passado, ou 30% do total, em comparação com seis, ou 21%, em 2017, segundo o porta-voz.",Positivo,POSITIVE
600,"O PPS cita que o Supremo Tribunal Federal (STF) caminha para concluir a condenação dos envolvidos, mas que a AGU não teria entrado com as devidas ações de reparação pecuniária contra aqueles que usaram estatais para abastecer o maior esquema de corrupção que o país já passou.",Negativo,NEGATIVE
601,"SÃO PAULO - A EDP Energias do Brasil, controladora de companhias de geração, distribuição e transmissão, vai disputar leilão de energia que a Agência Nacional de Energia Elétrica (Aneel) planeja realizar em agosto para entrega do insumo dentro de cinco anos, o chamado leilão A-5.",Neutro,NEUTRAL
602,"A campanha de reeleição de Trump e o Comitê Nacional Republicano disseram na quarta-feira que arrecadaram 210 milhões de dólares em agosto, ficando muito aquém do recorde de Biden de 364,5 milhões de dólares no mês.",Neutro,NEUTRAL
603,O alcance das metas de produção em um cenário de dificuldades com fornecedores no Brasil é citado como um dos fatores de risco a que a Petrobras está sujeita e que podem impactar suas projeções de fluxo de caixa.,Negativo,NEGATIVE
604,"SÃO PAULO - Os mercados acionários da Ásia repercutiram o rebaixamento da nota de crédito da Itália e a movimentação com relação à Grécia. Os investidores também esperam o resultado da reunião do Federal Reserve (Fed, banco central americano), de olho em possíveis novas medidas para estimular a economia.",Negativo,NEGATIVE
605,"Segundo a organização, a ""falha na resposta à Covid-19 conduz Brasil à catástrofe humanitária"".",Negativo,NEGATIVE
606,Ele diz que a reforma reduz a insegurança jurídica das empresas e vai exigir que sindicatos passem a mostrar serviço. Veja a entrevista:,Negativo,NEGATIVE
607,"Entre os cartazes, havia muitos que pediam a saída do governador do Distrito Federal, Agnelo Queiroz, citado nas investigações da Polícia Federal que levaram à prisão o empresário goiano Carlinhos Cachoeira, suspeito de comandar um esquema de jogos ilegais.",Negativo,NEGATIVE
608,"Obama disse também que irá apresentar no dia 24, em seu discurso conhecido como ""State of the Union"", um esboço das ações necessárias para reconstruir uma economia ""em que o trabalho duro e a responsabilidade sejam recompensados"".",Neutro,NEUTRAL
610,Piora do cenário externo mantém contratos de juros futuros em queda,Negativo,NEGATIVE
611,"O banco ressalta que os reservatórios do Sistema Interligado Nacional (SIN) está em cerca de 26% de sua capacidade nacional, e que deve encerrar a próxima semana, de 21 de setembro, em 23%, segundo o Operador Nacional do Sistema (ONS), frente a 24% em 2001, 29% em 2014 e 23% em 2017.",Negativo,NEGATIVE
612,"As ações da PetroRio (PRIO3) dispararam 29,94% nesta quinta-feira, 19, e lideraram os ganhos do Ibovespa, após companhia assinar contrato com a BP Energy do Brasil para aquisição de participações de 35,7% no campo de Wahoo e de 60% no campo de Itapu, ambos na região do pré-sal, por 100 milhões de dólares.",Positivo,POSITIVE
614,"Com a obtenção da licença, a mineradora do empresário Eike Batista pretende iniciar as obras de expansão em abril. “Se tudo correr bem”, disse o presidente da empresa, os investimentos em Serra Azul deverão atingir R$ 1 bilhão. “Estamos confiantes no projeto”, afirmou Escalhão.",Positivo,POSITIVE
615,"A sessão de ratificação da vitória de Joe Biden na eleição presidencial, que acontecia no momento, foi paralisada; com os trabalhos retomados nesta madrugada, Biden foi então confirmado como o 46º presidente americano. A posse acontece em 20 de janeiro.",Neutro,NEGATIVE
616,"Do outro lado, a XP vê o negócio como positivo para a Duratex também, a medida que acelera a desalavancagem, sem trazer qualquer risco para a recente Joint Venture anunciada pela companhia para a construção de uma planta de celulose solúvel de 450 mil toneladas no Brasil.",Positivo,POSITIVE
620,"A disputa entre a Vale e o Ministério das Minas e Energia sobre a dívida referente ao pagamento de royalties pode terminar na Justiça. A afirmação foi feita ontem por Sérgio Dâmaso, diretor-geral do Departamento Nacional de Produção Mineral (DNPM) e reforça uma posição no governo sobre a questão. A Vale teria acumulado em uma década uma dívida de cerca de R$ 4 bilhões em royalties não devidamente recolhidos.",Negativo,NEGATIVE
621,"""Os próximos pregões da semana deve continuar com as atenções voltadas para lá (Europa). Pelos sinais que os líderes do continente mostraram na semana passada, com a ação coordenada dos bancos centrais e as notícias de maior integração fiscal, as notícias devem ser boas"", diz Bistafa.",Positivo,POSITIVE
622,"""Neste processo, a leitura da inicial revela que o reclamante desempenhava, à época dos fatos narrados, o cargo de deputado estadual na Assembleia Legislativa do Rio de Janeiro, tendo sido diplomado Senador da República no último dia 18 de dezembro. A situação jurídica não se enquadra na Constituição Federal em termos de competência do Supremo"", disse Marco Aurélio na decisão.",Neutro,NEUTRAL
623,"A edição de Melhores e Maiores 2018 premiou nesta noite as 20 empresas entre as maiores do país que se destacaram por por esse motivo, além da Empresa do Ano e a destaque do Agronegócio.",Neutro,POSITIVE
626,Um ministro do governo paquistanês ofereceu neste sábado US$ 100 mil como recompensa pela morte do realizador do filme antimuçulmano produzido nos Estados Unidos que gerou violentos protestos por todo o mundo islâmico.,Negativo,NEGATIVE
627,"As perdas exatas com o combustível derramado ainda serão investigadas, informa a Xinhua.",Negativo,NEGATIVE
