,text,sentiment
421,"Além disso, traz diversidade às discussões. “O conselho deve monitorar a diretoria. Se uma pessoa lidera as duas instâncias, essa função fica prejudicada”, diz Renato Chaves, sócio da consultoria Mesa. “No caso de empresas com um controlador, a nova regra garante a defesa do interesse de outros acionistas. Nas empresas sem controlador, a mudança evita exageros de executivos superpoderosos.”",Neutro
422,Siga o Future of Money nas redes sociais: Instagram | Twitter | YouTube | Telegram | Tik Tok,Não se aplica
423,CBO prevê faturamento de US$ 250 milhões em 2014,Positivo
424,"No mercado de commodities, o barril de WTI, por exemplo, perdia 4,01%, a US$ 83,40. Já o índice CRB de matérias-primas recuava 1,71%.",Negativo
425,"Com ‘Toque de Cuidado’ vamos dar um passo adiante e expor a importância do cuidado para além da percepção tradicional da família. A campanha mostra como pessoas que, embora não ligadas por sangue, acabam sendo familiares através do próprio cuidado”.",Não se aplica
426,"Na Exame, este ritual se tornou o mais popular entre os funcionários",Não se aplica
427,"A Advocacia Geral da União (AGU) criou o Grupo de Cobrança dos Grandes Devedores (GCGD) para melhorar a recuperação de créditos com valor a partir de R$ 5 milhões, de quatro órgãos federais: Agência Nacional de Telecomunicações (Anatel), Agência Nacional de Energia Elétrica (Aneel), Departamento nacional de Produção Mineral (DNPM) e Ibama.",Positivo
428,"Em pesquisa anterior, feita pelo mesmo instituto em março, Chávez detinha 44% das intenções de voto contra 33% de Capriles.",Neutro
429,São excluídos:,Não se aplica
430,Facebook permite compartilhar sua localização em tempo real,Não se aplica
431,"Do lado negativo, pesa o desemprego na Alemanha. Nem tanto a taxa, que ficou estável em 6,9%, mas o aumento no número de desempregados, em 20 mil em outubro, o dobro do previsto.",Negativo
432,"Por volta de 12h40, o Ibovespa caía 0,68%, para 57.445 pontos. O volume financeiro era de R$ 2,278 bilhões. Entre as ações mais líquidas da bolsa brasileira, Vale PNA caía 0,99%, para R$ 35,84; Petrobras PN ganhava 2,07%, para R$ 22,20; OGX ON recuava 0,84%, para R$ 4,71; Itaú PN perdia 0,60%, para R$ 29,82; e Bradesco PN tinha desvalorização de 1,05%, para R$ 32,09.",Negativo
433,"Volume do fundo europeu não vai mudar, diz porta-voz de Angela Merkel",Neutro
434,"Vale dizer ainda que os dados dessa primeira análise de eficácia ainda não foram revisados por pares científicos ou publicados em um jornal médico. A Pfizer disse que fará isso assim que tivesse os resultados de todo o estudo, sem citar uma data.",Neutro
435,"No Buzzfeed, 72% das pessoas responderam que veem um vestido branco e dourado. Os outros 28% não têm dúvida de que é azul e preto.",Não se aplica
436,"A Abert acredita que o negócio configura uma violação à Lei do SeAC (Lei 12.485/2011), que regulamenta a comunicação audiovisual.",Negativo
437,É triste ver que o Fed lavou as mãos da responsabilidade de nos tirar da recessão. O que você realmente precisa fazer é sinalizar que vai manter o pé no acelerador,Negativo
438,"São Paulo - O parecer da Advocacia-Geral da União (AGU) que restringiu a aquisição de terras rurais por estrangeiros paralisou os investimentos legítimos de outros países no agronegócio brasileiro. Foi o que afirmou o economista José Roberto Mendonça de Barros, do MB Associados, nesta sexta-feira.",Negativo
439,"Ela ressaltou que suas contas de campanha foram aprovadas pelo Tribunal Regional Eleitoral e que o Tribunal de Contas da União (TCU) está investigando o contrato. “No relatório do TCU não há uma única citação à minha pessoa. Não tenho nada a ver com aquilo”, completou a ministra.",Neutro
440,"O IPC-S avançou a 0,44% na terceira leitura de janeiro, após registrar 0,43% na segunda. A alta acumulada em 12 meses é de 9,53%, maior do que os 9,52% ocorridos no período até a segunda quadrissemana.",Positivo
441,"No Brasil, depois de oito anos à frente da Coca-Cola no Brasil, o mexicano Xiemar Zarazúa deixou o cargo para assumir o posto de vice-presidente de empreendimentos da The Coca-Cola Company na América Latina.",Neutro
442,"O dólar comercial subia 0,09%, para R$ 2,030 na venda. Na Bolsa de Mercadorias e Futuros (BM&F), o contrato de dólar com vencimento em julho marcava estabilidade, valendo R$ 2,033.",Positivo
443,Concorrência,Não se aplica
444,"No último relatório trimestral divulgado, a Microsoft reportou mais de 130 bilhões de dólares em caixa e investimentos de curto prazo, em comparação com 50 bilhões de dólares em dívidas de longo prazo.",Positivo
445,"SÃO PAULO – O preço da cesta básica registrou queda em nove das 17 capitais pesquisadas pelo Departamento Intersindical de Estatística e Estudos Socioeconômicos (Dieese) em setembro, na comparação com agosto. O movimento foi inverso ao registrado em agosto, quando o valor subiu em dez capitais.",Negativo
446,"O Urso de Prata do festival foi para o diretor húngaro Bence Fliegauf, pelo filme “Just the Wind”, que aborda a vida de uma família cigana no momento em que sua comunidade enfrenta uma série de ataques. Já o alemão Christian Petzold foi escolhido o melhor diretor, pelo filme “Barbara”.",Não se aplica
447,"No cartão de crédito, a taxa de desconto líquida média caiu de 1,191% para 1,182% na comparação anual. A receita do segmento foi de R$ 438,5 milhões no trimestre, crescimento de 1,7%. O volume de transações cresceu apenas 2,5% no período.",Positivo
448,"Segundo o estudo, os segmentos que menos demonstraram interesse pela Black Friday neste ano são os de serviços de TI (12%), construção civil (10%) e fabricação de roupas e móveis (6%). Entre as empresas que participarão do evento (44%), os segmentos em destaque são os de comércio varejista geral (28,9%), comércio atacadista (13,3%) e alimentos e bebidas (6,7%).",Neutro
449,"Com o calote da Grécia parecendo cada vez mais inevitável, os holofotes se voltaram para a saúde do sistema financeiro internacional. O alerta foi dado pela própria diretora-gerente do Fundo Monetário Internacional (FMI), Christine Lagarde, há duas semanas. Diante da reação negativa de alguns países, ela teve que voltar atrás. O problema finalmente emergiu com números e cores no Global Financial Stability Report (GFSR), divulgado na semana passada, antes da reunião anual do FMI.",Negativo
450,"No seminário, o chanceler Antonio Patriota também destacou o crescente entrosamento das políticas externas dos dois países. “As relações políticas de Brasil e Turquia gozam hoje de uma situação institucional sem precedentes”, afirmou o ministro, para quem a relação com a Turquia é uma das mais dinâmicas e promissoras da atual diplomacia brasileira.",Positivo
451,"BRASÍLIA - O ministro da Previdência Social, Garibaldi Alves Filho, projetou que o déficit do regime de previdência dos servidores públicos federais superará R$ 60 bilhões em 2012. ""É uma sangria"", afirmou.",Negativo
452,"""Eu sei que não é 1965. É isso que me deixa tão indignado. É 2022 e eles estão descaradamente removendo mais locais de votação de condados onde negros e latinos estão super-representados"", disse o democrata Cory Booker, de Nova Jersey, no Senado.",Negativo
453,Tatiane Bortolozi,Não se aplica
454,Como o senhor avalia o atual momento da direita? Ela está se dividindo?,Não se aplica
455,"Ano novo, vida nova. Nem sempre para melhor. Os primeiros dias de 2021 já impõem desafios ao governo, uma administração que vai criando o hábito de terceirizar responsabilidades e adiar a tomada de decisões que podem evitar o agravamento da crise.",Negativo
456,"“Os dados mostram que começamos o quarto trimestre de 2021 com sinais ruins e que pode jogar para baixo a atividade este ano”, afirma André Perfeito, economista-chefe da Necton.",Negativo
457,"""O Aché afirma e assegura que esses medicamentos são absolutamente seguros e eficazes cumprindo com os mais altos padrões de qualidade"", diz o comunicado.",Positivo
458,Últimas lives:,Não se aplica
459,Espanha paga mais caro para vender títulos,Negativo
460,"Assim como os demais da lista, o fundo do Santander está longe de render 100% do CDI, quadro que se agrava com a Selic mais baixa. Se de fato a taxa básica de juros cair abaixo dos 5% ao ano, custos dessa ordem tornarão qualquer retorno insustentável.",Negativo
461,"Com isso, o Bradesco BBI introduziu um novo preço-alvo para 2022 de R$ 13, abaixo dos R$ 20 estimados anteriormente para 2021, mas ainda implicando potencial de alta de 148,1% em relação ao fechamento do último pregão (26).",Positivo
462,"Bolsonaro cria a primeira estatal de seu governo, a NAV Brasil",Neutro
463,"A própria Linx se qualifica como “a plataforma que move o varejo”. Nesse sentido, complementa o portfólio da oferta da Totvs, não se sobrepõe a ela — pelo menos, não de forma relevante. A própria apresentação da Totvs sobre a operação demonstra isso: enquanto ela está na ponta que relaciona o varejo ao abastecimento, mais concentrada, a Linx está na vertical que relaciona o varejo com o consumidor, muito mais pulverizada.",Positivo
464,"Itaú lucra R$ 6,2 bi no 4º trimestre; crédito volta a crescer. O maior banco privado do país anunciou nesta segunda-feira um crescimento de 8% em seu lucro do 4º trimestre em relação a um ano atrás.",Positivo
465,"Álbuns antológicos, verdadeiras joias da MPB e do jazz universal, permanecem restritos a lançamentos das décadas de 70, 80 e 90, isso sem falar da trilogia inaugural da Bossa Nova, composta por Chega de Saudade (1959), O Amor, o Sorriso e A Flor (1960) e João Gilberto (1961), completamente interditada por causa da demanda judicial envolvendo a antiga gravadora Odeon.",Não se aplica
466,"Na Bolsa de Mercadorias & Futuros (BM&F), o dólar para dezembro mostrava desvalorização de 1,04%, a R$ 1,752.",Negativo
467,"Há ainda incertezas com relação à habilidade europeia em enfrentar a crise. Ontem matéria do ""Financial Times"" revelou que os termos de um segundo pacote de socorro para a Grécia, no valor de 109 bilhões de euros, provocaram um racha entre os 17 membros da zona do euro, com muitos deles argumentando que o setor privado deve engolir uma baixa contábil maior de suas posições nos bônus gregos.",Negativo
468,"O relatório é a evidência mais forte até agora de que o pessimismo econômico da Europa e a desaceleração do crescimento na China estão prejudicando o setor manufatureiro americano, que têm sido um dos maiores propulsores da recuperação iniciada em meados de 2009. Dados separados mostraram que as exportações americanas caíram em abril pela primeira vez desde novembro e, na semana passada, o governo americano revisou para baixo suas estimativas para o crescimento das exportações no primeiro trimestre.",Negativo
469,Cade pode votar união entre Aracruz e VCP nesta 4ª,Neutro
470,Atualmente são 8.092 infecções confirmadas e 341 mortes em decorrência da covid-19. Mas a projeção é que o número real seja mais próximo de 84.000 pessoas infectadas.,Negativo
471,"Ricardo Alves, analista do Morgan Stanley, escreveu em relatório que os números da Heineken corroboram a visão de que a Ambev perdeu participação de mercado no quarto trimestre de 2019. “Baseado em nossas recentes conversas com agentes do mercado estamos surpresos em ver o principal concorrente da Ambev elevando volumes em dois dígitos no Brasil. Vale lembrar que esperamos que os volumes da Ambev cresçam em um dígito baixo no mesmo período”, destaca.",Negativo
472,"Segundo a ArcelorMittal, que separou as informações operacionais e financeiras do negócio no meio do ano e criou uma grupo de executivos para a condução da área, a atividade de mineração (abrange também carvão metalúrgico) obteve  desempenho medido pelo Ebitda (lucro antes de juros, impostos, depreciação e amortização) de US$ 1,4 bilhão no primeiro semestre.",Positivo
473,"Aí, vai comprando ações que julgar que estão mais descontadas, devagar. Sabendo que o retorno pode demorar. Esperar um retorno antes de 12 meses é loucura. Olhando para o copo mais cheio, em um momento como este, em que economistas e analistas estão mais pessimistas, revisando suas projeções para baixo, surgem oportunidades de longo prazo. É possível comprar ativos com bom potencial de retorno por preços mais baixos.",Neutro
474,"Dados da consultoria Accenture mostram que a indústria mundial de games atingirá 300 bilhões de dólares ao final de 2021, receita maior que a dos setores de música e filmes somados.",Positivo
475,Mas para o que tudo isso está apontando?,Não se aplica
476,"No SXSW, é possível encontrar palestras com empreendedores e filantropos ao lado de shows de grupos de rap ou rock alternativo.",Não se aplica
477,"Com exceção de executivos de bancos estatais, toda a administração federal terá que divulgar, em seus sites na internet, salários e vantagens recebidas por seus servidores. A medida está no decreto assinado pela presidente Dilma Rousseff, que regulamenta a Lei de Acesso à Informação.",Neutro
478,"Em Wall Street, as bolsas fecharam em baixa na volta do feriado do Dia do Presidente, repercutindo o aumento das tensões internacionais com o risco de uma guerra no leste europeu. O Dow Jones fechou em baixa de 1,41%, aos 33.597 pontos; o S&P 500 caiu 1,02%, a 4.304 pontos; Nasdaq recuou 1,23%, a 13.381 pontos.",Negativo
479,"Retomada da América Latina perde fôlego, diz FMI",Negativo
480,"O Mercado Livre não para na pandemia. Fora o crescimento na operação, que dobrou de tamanho de um ano para o outro, a gigante latino-americana investiu durante a pandemia em seis empresas de inovação — cinco delas brasileiras. O último aporte, anunciado pela companhia esta semana, foi na startup Kangu, uma de suas parceiras logísticas. O valor da transação não foi divulgado.",Positivo
481,"Mas o petrolão vai além. Atinge uma série de fornecedores da Petrobras. Como as investigações ainda estão em curso, e é provável que novos elos no esquema de corrupção ainda venham a surgir, o caso deve continuar crescendo. No domingo 3 de abril, começaram a vir a público as descobertas da Panama Papers, uma investigação conjunta feita por 376 jornalistas de 76 países, incluindo o Brasil.",Negativo
482,Leia a reportagem completa na edição desta quinta-feira do Valor,Não se aplica
483,AT&T e Verizon adiam 5G nos EUA,Negativo
484,"Por outro lado, a entidade promete agrupar as partidas de seleções a fim de reduzir o número de viagens dos atletas e as interrupções dos campeonatos de clubes. A federação acredita ainda que permitiria aos treinadores das equipes nacionais transmitir seu modelo de jogo e entrosar melhor o time.",Não se aplica
485,"Ritmo de retomada da indústria dependerá de outros setores, diz a FGV",Neutro
486,"A transação permitirá ao Atacadão expandir sua presença no estado do Rio de Janeiro (7 lojas) e na região Nordeste (8 lojas), diz o grupo.",Positivo
487,"São Paulo — O presidente dos Estados Unidos, Donald Trump, e o vice-premiê chinês, Liu He, assinaram nesta quarta-feira (15), em Washington, o documento da primeira fase para um acordo comercial entre os países.",Positivo
488,"Em nota, a corretora Mediobanca de Milão disse que a decisão da Anatel irá gerar uma despesa maior com investimento no médio prazo, reduzindo assim o fluxo de caixa da companhia. Outro analista, por outro lado, afirmou, na Itália, que a suspensão não teria um impacto nas receitas da empresa, pois está relacionada com novos clientes e a duração prevista ser de até um mês.",Neutro
489,Eletropaulo se livra de cobrança fiscal no Carf,Positivo
490,"Investidores estarão atentos também aos resultados na vertical de negócios financeiros, em que a empresa atua na concessão de crédito e na venda de apólices de fiança e garantia no mercado imobiliário. Segundo recente encontro com o presidente do conselho de administração da Porto Seguro, Bruno Garfinkel, com analistas do BTG Pactual, o negócio de fiança locatícia está gerando cerca de 100 milhões de reais em receita líquida.",Positivo
491,"De acordo com o site Alexa, o UOL é quinto endereço mais visitado na web brasileira. Fica atrás apenas de três dos sites do Google (Google Brasil, Google EUA e YouTube) e do Facebook. Ou seja, entre as empresas, o UOL é a terceira em audiência. O Globo.com aparece em sétimo lugar no ranking de sites do Alexa. O Terra vem em nono e, o iG, em décimo quarto. Para o Alexa, o R7 fica na posição 28.",Neutro
492,"Mugabe também fez um apelo à presidente Dilma Rousseff na condição de presidente da Rio+20. ""Não deixe que a conferência entre para a história como uma conferência que falou muito e fez pouco.""",Neutro
493,Quem ama protege,Não se aplica
494,“Bacantes”,Não se aplica
495,"Segundo o especialista, o primeiro passo para a empresa determinar os melhores caminhos de desenvolvimento da equipe é criar Planos de Desenvolvimento Individual (ou PDIs, na versão reduzida) a partir do qual o seja possível identificar pontos a serem desenvolvidos no time e quais os melhores caminhos para os diferentes perfis de profissionais. Você pode ver aqui um modelo de PDI para usar com seu time.",Neutro
496,"Segundo a empresa, o principal fator da evolução nas vendas foi o crescimento orgânico dos estabelecimentos, que representou 49,8% da expansão no período.",Positivo
497,"A segurança, aliás, foi um dos pontos mais explorados no desenvolvimento da infraestrutura. Segundo a companhia, os dados criptografados são armazenados de uma forma que nem mesmo a companhia pode obtê-los. ""Não temos acesso. Mesmo que um governo nos peça os dados, não temos como cedê-los. Somente o cliente tem o controle dessas informações"", diz Pupo.",Neutro
498,"Índice de voos atrasados na Gol sobe para 41,2%",Negativo
499,SÃO PAULO – As bolsas europeias despencaram nesta sexta-feira diante do crescente receio de que a Grécia não conseguirá honrar seus compromissos e também em reação à saída de um membro do conselho executivo do Banco Central Europeu (BCE).,Negativo
500,"No acumulado do ano, o crescimento foi de 1%. Em valores correntes, o PIB no terceiro trimestre de 2019 totalizou R$ 1,84 trilhão.",Positivo
501,Soja deve voltar a afetar resultado da agropecuária no segundo trimestre,Negativo
502,Braskem usa gás de xisto para depender menos da Petrobras,Neutro
503,"Em nota divulgada à imprensa, o DEM alega que a inserção de dados falsos em documentos encaminhados à Justiça Eleitoral caracteriza o crime de falsidade ideológica, previsto no art. 350 do Código Eleitoral. “O fato de as atas das reuniões partidárias municipais do PSD apresentarem a mesma estrutura, a mesmíssima redação, contendo até mesmo as mesmas manifestações dos líderes municipais caracteriza, no mínimo, forte indício de que os documentos em questão não correspondem à verdade dos fatos”.",Não se aplica
504,"Isso refletiu um forte desempenho em commodities e sólidos resultados em produtos de crédito e securitizações, informou o banco.",Positivo
505,"“A alteração da perspectiva dos ratings na escala global reflete nossas expectativas de que o enfraquecimento do real em relação ao dólar impactará as métricas de crédito da empresa, o que aumentaria sua alavancagem e enfraqueceria sua rentabilidade. Aproximadamente 70% da dívida da Gol e 60% de seus custos estão denominados em dólar”, explicou a equipe de análise da agência em nota à imprensa.",Negativo
506,"Roberto Lima deve permanecer na Vivo, aposta mercado",Neutro
507,"Com 681 pontos atribuídos pelo serviço ""What is Trend?"", que mede a popularidade dos Trending Topics, a expressão ""Cala boca, Galvão"" ficou atrás apenas dos tópicos ""Vuvuzela"" (com 964 pontos) e ""World Cup Kickoff Concert"", o show de abertura da Copa (com 906 pontos).",Não se aplica
508,"Delta Air Lines disse na segunda-feira que dispensará 1.941 pilotos, mas não detalhou mudanças para outros grupos de funcionários. Southwest Airlines disse que um número suficiente de funcionários se aposentou antecipadamente e deixou a empresa, que não tem licenças programadas até o final deste ano.",Negativo
509,"A complexidade e o tamanho da tributação e a má qualidade da infraestrutura são, para os empresários brasileiros, os principais limitantes à nossa competitividade. Não há sinal de que esse quadro vá mudar: este ano o investimento em infraestrutura deve ficar abaixo de 2% do Produto Interno Bruto (PIB), enquanto a carga tributária vai outra vez subir. Como chegamos a esse ponto?",Negativo
510,"Com a queda das taxas de juros, o investidor que quiser melhores rentabilidades vai ter que se mexer. Entre as opções ainda atrativas dentro da renda fixa, Jorge Luis Prado, assessor de investimentos no escritório Sal Investimentos, cita os títulos prefixados – como o com vencimento em 2025 –, cujos preços sobem com a queda dos juros e podem ser interessantes no curto prazo, para venda antes do vencimento.",Neutro
511,"Uma análise feita por duas pesquisadoras apontou a presença de partículas das queimadas na chuva que caiu no estado, a 2,2 mil quilômetros de Rondônia, um dos grandes focos das queimadas.",Negativo
512,"“É positivo que a empresa esteja procurando novos negócios, mas vai levar um tempo até que as escolas de Ensinos Fundamental e Médio representem uma parte significativa de sua receita”.",Neutro
513,Fornecedor da Boeing é atingido por tornados nos EUA,Negativo
514,"Petrobras (PETR3, R$ 6,50, -1,52; PETR4, R$ 4,50, -1,96%)As ações da Petrobras têm queda seguindo a baixa do petróleo. O brent registrava queda de 1,66%, a US$ 33,71 o barril.",Negativo
515,"“Quando eu assumi o governo, cerca de 150 mil soldados americanos ocupavam o Iraque e eu me comprometi a acabar com essa guerra de maneira responsável”, declarou Obama. “Hoje, apenas alguns poucos milhares de soldados ainda estão lá...agora é o momento da volta. Famílias de miliares americanos estarão reunidas para as festas de fim de ano.”",Não se aplica
516,"Até o momento os confrontos deixaram pelo menos 43 mortos em Gaza, incluindo 13 crianças, dois palestinos que faleceram na Cisjordânia e cinco israelenses.",Negativo
517,"O dólar comercial reduz perdas e recua 0,19% a R$ 5,484 na compra e 5,485 na venda. O dólar futuro para dezembro de 2021 cai 0,07% a R$ 5,494.",Negativo
518,"Em nota, a White Martins explicou que ao longo de 2020 já havia passado por processos de ampliação para aumentar significativamente sua capacidade de produção local. ""É importante esclarecer ainda que, na data de 01/01/21, a planta da White Martins tinha em estoque produto suficiente para abastecer os hospitais da região pelo período de sete a oito dias de acordo com o consumo diário de dezembro de 2020"", detalhou.",Positivo
519,"A pandemia de covid-19 intensificou a crise no setor de serviços, que já vinha sem fôlego há alguns anos. “Certamente a pandemia deteriorou ainda mais o cenário do setor de serviços, que já não mostrava grande dinamismo entre 2012 e 2019. O início de 2020 já trazia algum tipo de sinalização de perda de ritmo, antes mesmo do impacto da pandemia. O setor de serviços andou para frente e para trás”, disse Lobo.",Negativo
520,"A indenização foi considerada um insulto pelos passageiros que, em alguns casos, chegaram a gastar até 30 mil rands (3,9 mil dólares) em voos e ingressos para a partida.",Negativo
521,"Pareados com as máquinas, os humanos poderão atingir um novo nível de sofisticação cognitiva.",Não se aplica
522,"Além do Brasil, a nova variante já foi identificada em 39 países. Destes, dez apresentam transmissão local da variante, incluindo África do Sul, Botsuana, Austrália e Estados Unidos.",Negativo
523,"A construção da fábrica faz parte dos objetivos do Programa Economias Comunitárias Inclusivas, uma ação conjunta da Amazonbai com instituições parceiras, que visa o fortalecimento da bioeconomia do açaí, a conservação da floresta, a promoção da saúde e educação nas comunidades e o aumento da renda das famílias locais.",Positivo
524,"As marcas e negócios estão estudando o movimento, acompanhando tendências, buscando compreender as atividades feitas por concorrentes, ou em benchmarks na China, sobretudo.",Neutro
525,"A Decathlon não revela números absolutos, mas a SBVC (Sociedade Brasileira de Varejo e Consumo) estima que o faturamento bruto da rede tenha ficado em torno de 500 milhões de reais em 2015, sendo 10% vindo da loja online.",Positivo
526,"“A compra do Groupalia na América Latina eleva o patamar do Peixe Urbano, que agora chega a mais de 20 milhões de usuários cadastrados” diz Julio Vasconcellos, sócio-fundador e CEO da empresa.",Positivo
527,"Enfim, e para somar esforços em vez de dividi-los, é indispensável que se constitua e se organize um efetivo Sistema Nacional de Educação.",Neutro
528,Sexo sem sensacionalismo,Não se aplica
529,"Durante a reunião realizada ontem, foi aprovado o reenquadramento do atual membro da diretoria Cesar Romeu Fiedler, que passa a exercer o cargo de diretor presidente. Também foram eleitos Marco Antonio Bernardi e Ricardo Woitowicz para os cargos de diretor administrativo financeiro e diretor comercial, respectivamente.",Neutro
530,"Uma estreia de Quentin Tarantino é garantia de referências a filmes de kung fu e spaghetti western, roteiros não lineares, bons diálogos, humor, violência… É também certeza de excepcionais figurinos, masculinos e femininos, que acabam ditando tendência.",Não se aplica
531,"O ministro participa de audiência pública na Comissão de Serviços de Infraestrutura do Senado. Ele assumiu o Ministério dos Transportes depois da demissão de Alfredo Nascimento, que voltou ao Senado.",Neutro
532,O resultado ajudou as principais bolsas americanas e o Ibovespa brasileiro a fecharem em alta no pregão de hoje.,Positivo
533,"Salário: não informado
Inscrições: até 24 de janeiro pelo site",Não se aplica
534,"SÃO PAULO - A TAM MRO, unidade de manutenção de aeronaves da holding TAM S.A., anuncia amanhã a sua entrada na rede de manutenção da fabricante europeia Airbus. O anúncio oficial está programado para ser feito na noite de hoje em Dallas (EUA), durante conferência internacional do setor, a MRO Américas.",Positivo
535,"É bem interessante explorar, sempre que possível, os vasos de plantas e arranjos para preencher cantinhos vazios destas decorações.",Não se aplica
536,"Se isso vai ser suficiente para o real integrar o DES, depende também de quantas moedas vão compor o DES no futuro. O FMI está discutindo qual é o tamanho ideal da cesta. Hoje, o limite é quatro para minimizar os custos de quem detém o instrumento, incluindo fazer operações de hedge para proteger posições.",Neutro
537,"A produção de sorgo também deve recuar neste ano, para 2,4 milhões de toneladas, 13,8% menor que a do ano passado. Como ambos os grãos são usados na composição da ração de suínos e aves, os produtores devem continuar com seus custos pressionados.",Negativo
538,"A consequência até o momento é uma perda acentuada dos ganhos vistos em 2019. A maioria dos papéis caiu mais que o Ibovespa (-36,78%) desde o início do ano. Veja as taxas para nove papéis:",Negativo
539,Veja abaixo a reação e balanços das construtoras:,Não se aplica
540,"Evasão fiscal chegou a até R$ 600 bi em 2020, diz estudo",Negativo
541,"Hoffman tocou num outro lado da questão –  a cumplicidade masculina diante de algo que deveria chocar. No primeiro momento da eclosão do affair Harvey, o jornal britânico The Guardian fez contato com representantes de 26 atores e diretores que trabalharam com Weinstein – nomes como Tarantino, Leonardo di Caprio, Ben Affleck e  Michael Moore, muitos dos quais devem a ele o empurrão suas carreiras. De imediato, ninguém respondeu ao jornal.",Não se aplica
542,"O problema de um calote grego é o risco de contágio: a atenção dos investidores logo passaria para os problemas de outros países endividados, como Irlanda e Portugal. O custo de rolar a dívida aumentaria, tornando pior a situação fiscal desses países e afastando ainda mais a perspectiva de uma solução.",Negativo
543,"Segundo a Nielsen, as vendas de aparelhos com Android ultrapassaram as de modelos com o Symbian, da Nokia, no segundo trimestre. No período, o sistema do Google estava presente em dois de cada cinco smartphones vendidos no país, o equivalente a 39% do total. Já o Symbian ficou com 34%. O crescimento aconteceu por conta do aumento no número de aparelhos à venda e pela queda de 17% nos preços em um período de 12 meses, explica Moreira.",Positivo
544,"O número crescente de casos, no entanto, está atrapalhando o sistema de testagem do governo. Diante do novo recorde, o Ministério da Saúde afirmou que a demanda estava atrasando os resultados dos exames e recomendou que mais testes rápidos sejam feitos para agilizar o processo.",Negativo
545,"Felda capta US$ 3,13 bilhões em oferta de ações na Malásia",Positivo
546,"No local, o consumidor poderá experimentar linhas de perfume da Natura e comprar produtos da empresa pela internet, por meio do site Submarino, parceiro da marca. De acordo com a companhia, trata-se de uma ação temporária de marketing, que, ao longo do ano, também vai ocorrer em outras 11 capitais brasileiras. Porto Alegre, Fortaleza, Campo Grande e Cuiabá já tiveram ou abrigam uma “pop up” no momento. A expectativa da Natura é receber mais de 800 mil pessoas.",Positivo
547,"BRASÍLIA - A Embrapa está trabalhando em projeto que cria uma plataforma nacional de análise de risco para defensivos. O projeto será feito em parceria com a Agência Nacional de Vigilância Sanitária (Anvisa), Ministério do Meio Ambiente e Ministério da Agricultura, informou coordenador de Resíduos e Contaminantes da Secretaria de Defesa Agropecuária, Leandro Diamantino Feijó.",Neutro
548,"“Se fizerem uma legislação com muita restrição fica difícil de cobrar que o serviço flua”, disse o ministro. Algumas empresas, segundo ele, aguardam a liberação das prefeituras desde 2008.",Negativo
549,Lucro da Maubisa salta 88% em 2011,Positivo
550,"Quanto ao sushi, pelo menos em Londres, o dia em que ele ficar bom o suficiente será um dia para comemorar. Na Eat, minha lanchonete favorita, ele é revoltante.",Não se aplica
551,"O programa é voltado para pessoas que queiram avançar nos estudos de inglês. As bolsas de estudo oferecem desconto de 15% no valor do curso, que sai por 3.215 dólares.",Não se aplica
552,Governo de SP adia reclassificação da quarentena e culpa apagão de dados,Negativo
553,"A notícia foi conhecida um dia depois de a agência S&P rebaixar o rating de crédito de longo prazo da Grécia de ""CC"" para default seletivo. Existe a expectativa que outras agências alterem a nota de crédito do país uma vez que o governo grego dá andamento ao plano de reestruturação da dívida.",Negativo
554,"Vale ressaltar que, com a alta dos casos da Covid nos EUA e na Europa Ocidental, as perspectivas econômicas de curto prazo pioraram o que, por algumas sessões, têm impactado novamente as ações de crescimento, o que aumenta a preocupação de que este seja apenas um “falso alvorecer” do investimento em valor dos últimos anos.",Negativo
555,"O deputado professor Israel Batista (PV-DF), presidente da Frente Parlamentar Mista em Defesa do Serviço Público, argumenta que, ao contrário da PEC 32/2020, o projeto de lei que trata dos “supersalários” combate privilégios.",Neutro
556,"A ideia é satisfazer, ainda que parcialmente, Estados não produtores de petróleo até o crescimento da produção na camada do pré-sal, mas sem onerar demais a União nem tirar recursos dos Estados produtores. Mesmo assim, o governo federal certamente precisará fazer algum desembolso para evitar a derrubada do veto. ""É impossível um acordo sem a participação da União"", avaliou Wellington Dias.",Neutro
557,"No mercado de câmbio, o dólar voltou a acentuar a queda. Minutos atrás, a moeda americana cedia 1,04%, a R$ 1,803 na venda. Na Bolsa de Mercadorias & Futuros (BM&F), o contrato futuro, com vencimento em outubro, tinha baixa de 1,17%, a R$ 1,804.",Negativo
558,"Ainda, o potencial de crescimento dos ativos digitais foi o tema principal de uma pesquisa, patrocinada pelo Fórum Econômico Mundial, pela Deloitte e pela McKinsey, segundo a qual o mercado global de tokenização em blockchain deve atingir 24 trilhões de dólares em 2027.",Positivo
559,Controlador reduz participação acionária na refinaria Manguinhos,Negativo
560,"Em cerimônia no Palácio do Planalto, Andrade afirmou que o governo tem ajudado o setor a enfrentar seus desafios. As medidas anunciadas, disse, “tem representado um ambiente de melhora” para a indústria nacional.",Positivo
